commodity_name,date,min_price,max_price,modal_price
Apple,4/23/2021,79.20648352,87.28461538,83.90494505
Apple,4/24/2021,83.9,94.65,90.07380952
Apple,4/25/2021,69.66666667,95.16666667,83.33333333
Apple,4/26/2021,84.77302632,93.33815789,89.19013158
Apple,4/27/2021,85.21047619,98.88511905,92.67797619
Apple,4/28/2021,84.1840625,91.43229167,87.675625
Apple,4/29/2021,84.93810811,96.82364865,91.26594595
Apple,4/30/2021,86.24322917,94.10447917,91.3153125
Apple,5/1/2021,6.5,18,13
Apple,5/2/2021,84,110,96.25
Apple,5/3/2021,86.80631579,97.86973684,91.94631579
Apple,5/4/2021,88.78253012,95.43277108,91.95120482
Apple,5/5/2021,89.56224719,94.79921348,92.75730337
Apple,5/6/2021,88.27093023,97.93162791,92.66918605
Apple,5/7/2021,89.74680556,96.05569444,93.38208333
Apple,5/8/2021,87.2462963,98.17962963,92.49814815
Apple,5/9/2021,89.06923077,92,90.58076923
Apple,5/10/2021,91.28315217,97.4048913,94.575
Apple,5/11/2021,91.33192771,99.85506024,96.2246988
Apple,5/12/2021,93.64347826,100.426087,96.86521739
Apple,5/13/2021,95.6887234,102.4489362,99.1393617
Apple,5/14/2021,105.7041667,125.3895833,114.1104167
Apple,5/15/2021,91.76643678,97.48563218,94.46724138
Apple,5/16/2021,95.30526316,98.37105263,96.89210526
Apple,5/17/2021,97.30989011,105.1087912,101.0769231
Apple,5/18/2021,95.89257732,105.6672165,101.2490722
Apple,5/19/2021,102.8131068,114.586699,109.1066019
Apple,5/20/2021,102.880099,113.2137624,107.5033663
Apple,5/21/2021,101.8857143,109.7290816,106.2081633
Apple,5/22/2021,99.071875,105.569375,101.499875
Apple,5/23/2021,92.74375,95.040625,93.86875
Apple,5/24/2021,103.1494845,110.6560825,106.8840206
Apple,5/25/2021,104.9163265,115.8877551,109.3857143
Apple,5/26/2021,117.7020833,154.56875,132.8416667
Apple,5/27/2021,108.8180808,119.0631313,113.4674747
Apple,5/28/2021,99.55153061,110.2456122,103.8790816
Apple,5/29/2021,100.9386813,109.6852747,105.3973626
Apple,5/30/2021,100.94,118.2733333,109.6666667
Apple,5/31/2021,105.7975789,117.3847368,111.6278947
Apple,6/2/2021,92.42083333,108.625,96.40416667
Apple,6/12/2021,20,105,69
Apple,6/13/2021,35,170,40
Apple,6/14/2021,48.33333333,133.3333333,74.66666667
Apple,6/15/2021,51.66666667,131.3333333,66.83333333
Apple,6/16/2021,21,101,26.25
Apple,6/17/2021,23,91.5,28.25
Apple,6/18/2021,40,61.5,49.5
Apple,6/19/2021,71,145,115.6
Apple,6/21/2021,22.5,91,62.75
Apple,7/3/2021,105.9103774,118.365566,111.8382075
Apple,7/4/2021,98.671875,106.696875,99.865625
Apple,7/5/2021,104.7286408,118.9116505,111.4781553
Apple,7/6/2021,108.1083333,122.5819444,113.7106481
Apple,7/7/2021,106.004902,123.4088235,113.9009804
Apple,7/8/2021,102.4171875,115.0864583,108.963125
Apple,7/9/2021,106.2935644,119.5118812,112.4490099
Apple,7/10/2021,95.83888889,126.0666667,111.5944444
Apple,7/11/2021,97.97045455,111.8159091,102.1431818
Apple,7/12/2021,107.1106061,124.3421212,114.5873737
